example_id,before_intent,after_intent,before_confidence,after_confidence,before_flagged,after_flagged,after_reason,moved_from_other_unclear
spotify-190057,APP_TECHNICAL_COMPATIBILITY,APP_TECHNICAL_COMPATIBILITY,Medium,Medium,True,True,Customer evidence matched app technical compatibility cues. Historical Spotify reply provides corroborating context. Human review is required because the evidence is not sufficiently decisive.,False
spotify-922699,OTHER_UNCLEAR,CONTENT_AVAILABILITY_METADATA,Low,Low,True,True,Customer message lacks a clear standalone issue; historical Spotify reply supplies limited contextual evidence.,True
spotify-2312883,ACCOUNT_ACCESS_SECURITY,BILLING_PAYMENT_REFUND,Medium,Medium,True,True,Customer evidence matched billing payment refund cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,False
spotify-1642881,ACCOUNT_ACCESS_SECURITY,ACCOUNT_ACCESS_SECURITY,High,High,False,False,Customer evidence matched account access security cues.,False
spotify-2792136,BILLING_PAYMENT_REFUND,BILLING_PAYMENT_REFUND,High,Medium,False,True,Customer evidence matched billing payment refund cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,False
spotify-231013,CONTENT_AVAILABILITY_METADATA,CONTENT_AVAILABILITY_METADATA,Medium,Medium,True,True,Customer evidence matched content availability metadata cues. Human review is required because the evidence is not sufficiently decisive.,False
spotify-1973475,SUBSCRIPTION_PLAN,SUBSCRIPTION_PLAN,Medium,Medium,True,True,Customer evidence matched subscription plan cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,False
spotify-1228859,OTHER_UNCLEAR,OTHER_UNCLEAR,Low,Low,True,True,No clear standalone issue or taxonomy-specific evidence in the customer message.,False
spotify-2158601,SUBSCRIPTION_PLAN,BILLING_PAYMENT_REFUND,High,Medium,False,True,Customer evidence matched billing payment refund cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,False
spotify-918623,APP_TECHNICAL_COMPATIBILITY,APP_TECHNICAL_COMPATIBILITY,Medium,Medium,True,True,Customer evidence matched app technical compatibility cues. Human review is required because the evidence is not sufficiently decisive.,False
spotify-1228163,OTHER_UNCLEAR,BILLING_PAYMENT_REFUND,Low,High,True,False,Customer evidence matched billing payment refund cues.,True
spotify-2456336,OTHER_UNCLEAR,CONTENT_AVAILABILITY_METADATA,Low,High,True,False,Customer evidence matched content availability metadata cues. Historical Spotify reply provides corroborating context.,True
spotify-396203,OTHER_UNCLEAR,OTHER_UNCLEAR,Low,Low,True,True,No clear standalone issue or taxonomy-specific evidence in the customer message.,False
spotify-1251409,SUBSCRIPTION_PLAN,SUBSCRIPTION_PLAN,High,High,False,False,Customer evidence matched subscription plan cues.,False
spotify-622884,OTHER_UNCLEAR,OTHER_UNCLEAR,Low,Low,True,True,No clear standalone issue or taxonomy-specific evidence in the customer message.,False
spotify-237157,OTHER_UNCLEAR,OTHER_UNCLEAR,Low,Low,True,True,No clear standalone issue or taxonomy-specific evidence in the customer message.,False
spotify-792863,SUBSCRIPTION_PLAN,SUBSCRIPTION_PLAN,High,High,False,False,Customer evidence matched subscription plan cues. Historical Spotify reply provides corroborating context.,False
spotify-1860137,PLAYBACK_AUDIO,PLAYBACK_AUDIO,High,High,False,False,Customer evidence matched playback audio cues. Historical Spotify reply provides corroborating context.,False
spotify-1840062,FEATURE_REQUEST_PRODUCT_FEEDBACK,FEATURE_REQUEST_PRODUCT_FEEDBACK,Low,Low,True,True,Customer message lacks a clear standalone issue; historical Spotify reply supplies limited contextual evidence.,False
spotify-1954789,PLAYLIST_LIBRARY_DISCOVERY,PLAYLIST_LIBRARY_DISCOVERY,Medium,Medium,True,True,Customer evidence matched playlist library discovery cues. Human review is required because the evidence is not sufficiently decisive.,False
spotify-2518421,SUBSCRIPTION_PLAN,SUBSCRIPTION_PLAN,High,High,False,False,Customer evidence matched subscription plan cues.,False
spotify-2547374,OTHER_UNCLEAR,OTHER_UNCLEAR,Low,Low,True,True,No clear standalone issue or taxonomy-specific evidence in the customer message.,False
spotify-1980522,OTHER_UNCLEAR,OTHER_UNCLEAR,Low,Low,True,True,No clear standalone issue or taxonomy-specific evidence in the customer message.,False
spotify-2218767,PLAYLIST_LIBRARY_DISCOVERY,PLAYLIST_LIBRARY_DISCOVERY,Medium,Medium,True,True,Customer evidence matched playlist library discovery cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,False
spotify-2582042,OTHER_UNCLEAR,OTHER_UNCLEAR,Low,Low,True,True,No clear standalone issue or taxonomy-specific evidence in the customer message.,False
spotify-2116845,FEATURE_REQUEST_PRODUCT_FEEDBACK,FEATURE_REQUEST_PRODUCT_FEEDBACK,High,High,False,False,Customer evidence matched feature request product feedback cues. Historical Spotify reply provides corroborating context.,False
spotify-2036373,OTHER_UNCLEAR,FEATURE_REQUEST_PRODUCT_FEEDBACK,Low,Medium,True,True,Customer evidence matched feature request product feedback cues. Human review is required because the evidence is not sufficiently decisive.,True
spotify-1634779,CONTENT_AVAILABILITY_METADATA,CONTENT_AVAILABILITY_METADATA,High,High,False,False,Customer evidence matched content availability metadata cues. Historical Spotify reply provides corroborating context.,False
spotify-2623497,SUBSCRIPTION_PLAN,SUBSCRIPTION_PLAN,Medium,Medium,True,True,Customer evidence matched subscription plan cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,False
spotify-2639862,ACCOUNT_ACCESS_SECURITY,ACCOUNT_ACCESS_SECURITY,High,High,False,False,Customer evidence matched account access security cues. Historical Spotify reply provides corroborating context.,False
spotify-2076230,PLAYLIST_LIBRARY_DISCOVERY,PLAYLIST_LIBRARY_DISCOVERY,Medium,Medium,True,True,Customer evidence matched playlist library discovery cues. Human review is required because the evidence is not sufficiently decisive.,False
spotify-946747,PLAYBACK_AUDIO,PLAYBACK_AUDIO,Medium,Medium,True,True,Customer evidence matched playback audio cues. Historical Spotify reply provides corroborating context. Human review is required because the evidence is not sufficiently decisive.,False
spotify-900453,OTHER_UNCLEAR,APP_TECHNICAL_COMPATIBILITY,Low,High,True,False,Customer evidence matched app technical compatibility cues. Historical Spotify reply provides corroborating context.,True
spotify-289766,OTHER_UNCLEAR,OTHER_UNCLEAR,Low,Low,True,True,No clear standalone issue or taxonomy-specific evidence in the customer message.,False
spotify-1646988,BILLING_PAYMENT_REFUND,BILLING_PAYMENT_REFUND,High,High,False,False,Customer evidence matched billing payment refund cues.,False
spotify-2504265,OTHER_UNCLEAR,OTHER_UNCLEAR,Low,Low,True,True,No clear standalone issue or taxonomy-specific evidence in the customer message.,False
spotify-1798939,COMMUNITY_INTEGRATIONS,COMMUNITY_INTEGRATIONS,Medium,Medium,True,True,Customer evidence matched community integrations cues. Human review is required because the evidence is not sufficiently decisive.,False
spotify-149369,SUBSCRIPTION_PLAN,SUBSCRIPTION_PLAN,Medium,Medium,True,True,Customer evidence matched subscription plan cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,False
spotify-2748554,SUBSCRIPTION_PLAN,SUBSCRIPTION_PLAN,Low,Low,True,True,Customer message lacks a clear standalone issue; historical Spotify reply supplies limited contextual evidence.,False
spotify-243379,APP_TECHNICAL_COMPATIBILITY,APP_TECHNICAL_COMPATIBILITY,High,High,False,False,Customer evidence matched app technical compatibility cues.,False
spotify-33423,OTHER_UNCLEAR,APP_TECHNICAL_COMPATIBILITY,Low,Medium,True,True,Customer evidence matched app technical compatibility cues. Historical Spotify reply provides corroborating context. Human review is required because the evidence is not sufficiently decisive.,True
spotify-52347,OTHER_UNCLEAR,OTHER_UNCLEAR,Low,Low,True,True,No clear standalone issue or taxonomy-specific evidence in the customer message.,False
spotify-1601884,FEATURE_REQUEST_PRODUCT_FEEDBACK,FEATURE_REQUEST_PRODUCT_FEEDBACK,Low,Low,True,True,Customer message lacks a clear standalone issue; historical Spotify reply supplies limited contextual evidence.,False
spotify-2917778,OTHER_UNCLEAR,OTHER_UNCLEAR,Low,Low,True,True,No clear standalone issue or taxonomy-specific evidence in the customer message.,False
spotify-1798688,APP_TECHNICAL_COMPATIBILITY,APP_TECHNICAL_COMPATIBILITY,Low,Low,True,True,Customer message lacks a clear standalone issue; historical Spotify reply supplies limited contextual evidence.,False
spotify-1870163,PLAYLIST_LIBRARY_DISCOVERY,PLAYLIST_LIBRARY_DISCOVERY,Medium,Medium,True,True,Customer evidence matched playlist library discovery cues. Historical Spotify reply provides corroborating context. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,False
spotify-2912470,PLAYBACK_AUDIO,PLAYBACK_AUDIO,Low,Low,True,True,Customer evidence matched playback audio cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,False
spotify-281321,OTHER_UNCLEAR,OTHER_UNCLEAR,Low,Low,True,True,No clear standalone issue or taxonomy-specific evidence in the customer message.,False
spotify-2663996,APP_TECHNICAL_COMPATIBILITY,APP_TECHNICAL_COMPATIBILITY,Medium,Medium,True,True,Customer evidence matched app technical compatibility cues. Historical Spotify reply provides corroborating context. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,False
spotify-352222,PLAYLIST_LIBRARY_DISCOVERY,PLAYLIST_LIBRARY_DISCOVERY,Medium,Medium,True,True,Customer evidence matched playlist library discovery cues. Historical Spotify reply provides corroborating context. Human review is required because the evidence is not sufficiently decisive.,False
spotify-2905908,OTHER_UNCLEAR,BILLING_PAYMENT_REFUND,Low,Medium,True,True,Customer evidence matched billing payment refund cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True
spotify-2713298,OTHER_UNCLEAR,CONTENT_AVAILABILITY_METADATA,Low,High,True,False,Customer evidence matched content availability metadata cues. Historical Spotify reply provides corroborating context.,True
spotify-1694965,APP_TECHNICAL_COMPATIBILITY,APP_TECHNICAL_COMPATIBILITY,High,High,False,False,Customer evidence matched app technical compatibility cues. Historical Spotify reply provides corroborating context.,False
spotify-2332069,OTHER_UNCLEAR,APP_TECHNICAL_COMPATIBILITY,Low,Low,True,True,Customer evidence matched app technical compatibility cues. Human review is required because the evidence is not sufficiently decisive.,True
