example_id,customer_message,spotify_reply,suggested_intent,confidence,confidence_reason,requires_human_review,confidence_score,suggestion_source
spotify-500978,Not working in Barry,"Hey, thanks for the report! We had a little hiccup earlier, but everything should be running just fine now /JS",APP_TECHNICAL_COMPATIBILITY,Medium,Customer evidence matched app technical compatibility cues. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply
spotify-190057,"Yes, I tried that as well. Still not working.","Don't worry, we'll get to the bottom of this. Just to clarify, is it crashing at any specific points, e.g. at startup, during streaming? /RI",APP_TECHNICAL_COMPATIBILITY,Medium,Customer evidence matched app technical compatibility cues. Historical Spotify reply provides corroborating context. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply
spotify-922699,Hey you got something definitely wrong here! :),Hi Code! It appears the album's release date is incorrect. Can you send over its Spotify link/URI? We'll take a closer look /ME,CONTENT_AVAILABILITY_METADATA,Low,Customer message lacks a clear standalone issue; historical Spotify reply supplies limited contextual evidence.,True,Low,deterministic_heuristic_customer_and_reply
spotify-2312883,My account has been blocked because I accidentally made a reversal with the money that I paid for premium. I can't enter my ac,Hey! Can you send us your account's email address or username? We'll take a look backstage /RH,BILLING_PAYMENT_REFUND,Medium,Customer evidence matched billing payment refund cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply
spotify-2792136,why does your website keep timing out? Trying to update my billing info so you can get paid.,"Hey there! Are you getting any error messages? If so, can you send us a screenshot? We'll take a closer look /PB",BILLING_PAYMENT_REFUND,Medium,Customer evidence matched billing payment refund cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply
spotify-231013,Hello! Why is Invisible Man by 98 degrees not available on Spotify? Not the acoustic one. Can it be made available?,Hi there! We've just replied to your DM. Check it out /DB,CONTENT_AVAILABILITY_METADATA,Medium,Customer evidence matched content availability metadata cues. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply
spotify-1973475,how do I make my account a student one?,"Hey, help's here. Could you fire over your account's email address or username via DM? We'll take a look backstage /AY",SUBSCRIPTION_PLAN,Medium,Customer evidence matched subscription plan cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply
spotify-1228859,need code for Franz Ferdiand tour presale....help?,Hey. Pre-sale codes are being sent out by email to some of Franz Ferdinand's biggest fans on Spotify. Hopefully you're one of them! /JP,OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply
spotify-2158601,"My premium is almost up and ends on Friday. I bought a new visa gift card to renew it and every time I do it keeps giving me the same message, saying things like Oops , seems like your card or payment provider is having a bad day. I just want to keep premium, help.",Hey Caleb! We've just sent a DM your way. Let's carry on chatting there /AN,BILLING_PAYMENT_REFUND,Medium,Customer evidence matched billing payment refund cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply
spotify-918623,Still no change. From what I’m reading online IOS 11 & Spotify hate each other. Any ideas on what to try now?,Thanks for the confirmation Aaron. We've let our tech folks know and they're investigating this as we speak. We hope to have a fix soon /JI,APP_TECHNICAL_COMPATIBILITY,Medium,Customer evidence matched app technical compatibility cues. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply
spotify-396203,Just sent you a DM,Hey Alex! We've just sent you a DM. Let's carry on chatting there 🙂 /KL,OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply
spotify-622884,"hey Spotify, can I ask why you keep trying to surprise me with Gloria Gaynor when I haven’t played it? 🤔😂 #thanksfortellingmeiwillsurvive","Hi Kelly, help's here! Can you give us more info on this? We'll see what we can suggest /DV",OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply
spotify-237157,where'd Wait Until Tomorrow by Jimi Hendrix go????,Hi there! Can you let us know the country your account is based? We'll take a look backstage /MG,OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply
spotify-1840062,Spotify user directly.,"Got it, thanks for the clarification! You can suggest the idea in our Community at and get support from others /TB",FEATURE_REQUEST_PRODUCT_FEEDBACK,Low,Customer message lacks a clear standalone issue; historical Spotify reply supplies limited contextual evidence.,True,Low,deterministic_heuristic_customer_and_reply
spotify-1954789,ok pls can u care to not put playlist radio on when im just wanting to listen to my playlist rather than songs i MIGHT want,Hey there! Could you DM us your account's username and email address? We'll see what we can suggest /DF,PLAYLIST_LIBRARY_DISCOVERY,Medium,Customer evidence matched playlist library discovery cues. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply
spotify-2547374,"Awesome, thanks. 👍","You're welcome! In case you have other concerns, don't hesitate to get back in touch. We're always... /TM",OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply
spotify-1980522,Who did this,Hey there! We're sorry you feel that way. We suggest getting in touch with Tickermaster at for more info on this /LM,OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply
spotify-2218767,look all I’m saying is maybe double check yalls algorithm. I listen to one shitty pop song and y’all throw 60 new ones at me? Come on,"We hear you, Ross! Rest assured, your feedback will be passed on to the right folks /MX",PLAYLIST_LIBRARY_DISCOVERY,Medium,Customer evidence matched playlist library discovery cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply
spotify-2582042,You vanished???,We've just sent you a DM 🙂 /AN,OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply
spotify-2036373,"OK , where has the option to choose a username on signup gone?","Hey David! Don't worry, we'll help out. We'd like to share more info with you. Can you send us a DM instead? /DQ",FEATURE_REQUEST_PRODUCT_FEEDBACK,Medium,Customer evidence matched feature request product feedback cues. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply
spotify-2623497,hi I redeemed my account last week and now my premium service gets cancel please help me!!!,"Hey Javier, that doesn't sound good! We've just replied to your DM. Let's continue chatting there /GT",SUBSCRIPTION_PLAN,Medium,Customer evidence matched subscription plan cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply
spotify-2076230,playlists are fine it's only the albums,Thanks for the info. Could you DM us your account's email address or username? We'll take a look under the hood /AY,PLAYLIST_LIBRARY_DISCOVERY,Medium,Customer evidence matched playlist library discovery cues. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply
spotify-946747,"When my EQ is on, my music always cracks when a song starts. Is there a fix? Thanks",Hey there! Could you let us know what device/OS you're using? We'll see what we can suggest /DF,PLAYBACK_AUDIO,Medium,Customer evidence matched playback audio cues. Historical Spotify reply provides corroborating context. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply
spotify-289766,'lets put new single + EP titles at the very bottom of ur cluttered artist page' declared as he conjured the worst idea of all time,"Hey! We hear you 🎧 Rest assured, your feedback will be passed on to the right folks /K",OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply
spotify-2504265,why do u want me to suffer,Hey there! Sorry to hear you feel that way. Can you let us know which country your account is set to? We'll be right here waiting /LP,OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply
spotify-1798939,Also could anyone verify that the spotify<->shazam app keys are not compromised?,"Hey there! Don't worry, we're here to help. Can you DM us your account's email address or username? We'll take a look backstage /MT",COMMUNITY_INTEGRATIONS,Medium,Customer evidence matched community integrations cues. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply
spotify-149369,"can you help me, please? moved from Ireland to UK&can't change my country (have tried using tips on your site!) so can't register my UK bank card. Premium cancelled. Joined via FB, Lisa Lavelle. Thanks","Hi Lisa, help's here! Can you DM us your account's username or email address? We'll take a look under the hood /JM",SUBSCRIPTION_PLAN,Medium,Customer evidence matched subscription plan cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply
spotify-2748554,Hello and thank you. Does this mean each monetary value gives usage for a different length of time ?,"No worries! Yes, that's right. The monetary value of the card corresponds to a certain duration of Premium subscription. Hope that clears things up /JS",SUBSCRIPTION_PLAN,Low,Customer message lacks a clear standalone issue; historical Spotify reply supplies limited contextual evidence.,True,Low,deterministic_heuristic_customer_and_reply
spotify-33423,why does my Spotify look like this???,Hey there! Can you let us know the iOS and Spotify versions you're using? We'll take a look backstage /RS,APP_TECHNICAL_COMPATIBILITY,Medium,Customer evidence matched app technical compatibility cues. Historical Spotify reply provides corroborating context. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply
spotify-52347,"Yes, the whole City Bank ad played and I waited and then heard one song and then got multiple afterwards.",That's strange. We'll get this passed on to our devs so they can look into it. Give us a shout if you need anything else /JX,OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply
spotify-1601884,gimme more skipsssss,Hey! Thanks for the feedback – we appreciate it. We’ll get this passed onto the right team /NQ,FEATURE_REQUEST_PRODUCT_FEEDBACK,Low,Customer message lacks a clear standalone issue; historical Spotify reply supplies limited contextual evidence.,True,Low,deterministic_heuristic_customer_and_reply
spotify-2917778,GET IT THE FUCK TOGETHER,"Hi Jess, thanks for bearing with us. Spotify should be working perfectly again! /CE",OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply
spotify-1798688,Other songs by other artists still work,"Hey! Help's here. Can you let us know the exact make and model of your device, operating system, and Spotify version you're running? /DD",APP_TECHNICAL_COMPATIBILITY,Low,Customer message lacks a clear standalone issue; historical Spotify reply supplies limited contextual evidence.,True,Low,deterministic_heuristic_customer_and_reply
spotify-1870163,"what the heck?! Why can't I queue up songs on the web player?! And yes, I am and have been a premium subscriber",Hey! We're afraid it's not possible to queue tracks on the web player. You can vote for the official idea here: /NS,PLAYLIST_LIBRARY_DISCOVERY,Medium,Customer evidence matched playlist library discovery cues. Historical Spotify reply provides corroborating context. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply
spotify-2912470,"hi , I've had my spotify account for about 2 months and I've never had this problem, basically it's not letting me skip a song when I haven't skipped a song in about 3 days",Hey there! The cavalry's here. Can you DM us your account's email address? We'll take a look under the hood /KB,PLAYBACK_AUDIO,Low,Customer evidence matched playback audio cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Low,deterministic_heuristic_customer_and_reply
spotify-281321,is this still a thing???,Hi there! You can now change your profile picture without needing to connect your Spotify and Facebook accounts: /MA,OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply
spotify-2663996,"So saving an entire album to a playlist on Android no longer automatically names the playlist ""Artist - Album Name""? This is a step backwards !","Hey there! Don't worry, help's here. Can you let us know the device you're using along with its Android and Spotify versions? We'll be on the lookout for your reply /MT",APP_TECHNICAL_COMPATIBILITY,Medium,Customer evidence matched app technical compatibility cues. Historical Spotify reply provides corroborating context. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply
spotify-352222,Can't see any sort option. Am I looking in the wrong place?,Gotcha. You'll need to pull down your playlist > release it > tap the three horizontal lines at the top. Keep us posted /AY,PLAYLIST_LIBRARY_DISCOVERY,Medium,Customer evidence matched playlist library discovery cues. Historical Spotify reply provides corroborating context. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply
spotify-2905908,Listen yall hoes keep send me these ads and I be like ¨all right let me sign¨ but every time I try to sign it wont let me. Do yall not want my money????,"Hey there, help's here! Could you DM us exactly what's happening when you try to sign up? We'll see what we can suggest /CG",BILLING_PAYMENT_REFUND,Medium,Customer evidence matched billing payment refund cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply
spotify-2332069,Nvm it's my cellphone Carrier,Hey there! Let us know if you ever need us again. We'd be... /AN,APP_TECHNICAL_COMPATIBILITY,Low,Customer evidence matched app technical compatibility cues. Human review is required because the evidence is not sufficiently decisive.,True,Low,deterministic_heuristic_customer_and_reply
