example_id,customer_message,spotify_reply,suggested_intent,confidence,confidence_reason,requires_human_review,confidence_score,suggestion_source,final_intent,review_status,review_notes,reviewed,label_source,label_action
spotify-1906057,"Haha, there are thousands of them. Thanks for your attention, but I thought streaming and Clouds should work in other way 😐",We appreciate your thoughts. Rest assured that we'll pass on your feedback to the right folks /PL,PLAYBACK_AUDIO,Medium,Customer evidence matched playback audio cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,PLAYBACK_AUDIO,REVIEWED,,True,human,human_override
spotify-1321073,"Tried 2 sign up for Spotify but got told my emails are already taken, clicked forgot password, new password still can't log in",Hi Alice! Could you send us a DM with your account's email address or username? We'll take a look backstage /DR,ACCOUNT_ACCESS_SECURITY,High,Customer evidence matched account access security cues. Historical Spotify reply provides corroborating context.,False,High,deterministic_heuristic_customer_and_reply,ACCOUNT_ACCESS_SECURITY,REVIEWED,,True,human,human_override
spotify-2764536,How do I gain access to your lossless beta? Super close to switching from but need lossless.,Hey! We're always testing things in order to improve Spotify. There's more info here: /AY,FEATURE_REQUEST_PRODUCT_FEEDBACK,Medium,Customer evidence matched feature request product feedback cues. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,FEATURE_REQUEST_PRODUCT_FEEDBACK,REVIEWED,,True,human,human_override
spotify-725986,When I click on my favs : it redirect me to the login page.. always..,"That's odd. Just to check, are you getting any error messages? If so, a screenshot will come in handy /GU",ACCOUNT_ACCESS_SECURITY,Medium,Customer evidence matched account access security cues. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,ACCOUNT_ACCESS_SECURITY,REVIEWED,,True,human,human_override
spotify-211040,It’s Wednesday pal. Not on it tonight,With Spotify it's always a party 😉. Keep rocking /ND,CONTENT_AVAILABILITY_METADATA,Medium,Customer evidence matched content availability metadata cues. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,CONTENT_AVAILABILITY_METADATA,REVIEWED,,True,human,human_override
spotify-2246105,Weet iemand waarom dit niet op te vinden is?,"Hi there! We can help out in English via Twitter, but we also have Dutch support via email at /MT",OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply,OTHER_UNCLEAR,REVIEWED,,True,human,human_override
spotify-2861227,put sorry not sorry by demi on today top hits 👏🏻,"Hi Alex, thanks for the feedback! Our Curation team are independent & use taste, data, research, and trends to create playlists, but we’ll pass your suggestion on /NJ",FEATURE_REQUEST_PRODUCT_FEEDBACK,Low,Customer message lacks a clear standalone issue; historical Spotify reply supplies limited contextual evidence.,True,Low,deterministic_heuristic_customer_and_reply,FEATURE_REQUEST_PRODUCT_FEEDBACK,REVIEWED,,True,human,human_override
spotify-1225396,"you keep undownloading my music, I’m ready brawl","Hey there, help's here! Can you DM us your account's username and email address? We'll check it out 🔍 /TY",DOWNLOADS_OFFLINE_STORAGE,Medium,Customer evidence matched downloads offline storage cues. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,DOWNLOADS_OFFLINE_STORAGE,REVIEWED,,True,human,human_override
spotify-979102,wtf happened to my spotify. i already downloaded this song list and now suddenly i have zero downloaded songs?! seriously?!,1: Hey Anna! We're sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at,DOWNLOADS_OFFLINE_STORAGE,High,Customer evidence matched downloads offline storage cues. Historical Spotify reply provides corroborating context.,False,High,deterministic_heuristic_customer_and_reply,DOWNLOADS_OFFLINE_STORAGE,REVIEWED,,True,human,human_override
spotify-1601184,Would really rather you just put in a bug report w/ devs. I love Spotify but this volume issue honestly kills it,Could you DM us your username or email address so we can take a closer look? /JU,APP_TECHNICAL_COMPATIBILITY,Medium,Customer evidence matched app technical compatibility cues. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,APP_TECHNICAL_COMPATIBILITY,REVIEWED,,True,human,human_override
spotify-2915226,"yeah... if you could just fix your app, that would be great 👍🏼",Hey Lizz! Everything should be running smoothly now. Let us know if this is still happening /GN,APP_TECHNICAL_COMPATIBILITY,Medium,Customer evidence matched app technical compatibility cues. Historical Spotify reply provides corroborating context. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,APP_TECHNICAL_COMPATIBILITY,REVIEWED,,True,human,human_override
spotify-1926547,I'm also trying to shuffle my saved Songs (1100+) and still shuffle plays 8 songs from the same album or nearby on the list...,"1: Hi Jack! While we don't have plans to bring back the play queue right now, we're still testing, improving, and taking all feedback.",PLAYLIST_LIBRARY_DISCOVERY,Medium,Customer evidence matched playlist library discovery cues. Historical Spotify reply provides corroborating context. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,PLAYLIST_LIBRARY_DISCOVERY,REVIEWED,,True,human,human_override
spotify-1814367,Awww you did wrong :(,"Hey, thanks for reporting! Great detective work. /NQ",OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply,OTHER_UNCLEAR,REVIEWED,,True,human,human_override
spotify-1240024,I'm from Canada and it's still not working ://////,"Hi there! We're afraid the album isn't available in your region yet. For more info, click here: /AU",APP_TECHNICAL_COMPATIBILITY,Medium,Customer evidence matched app technical compatibility cues. A second taxonomy intent is also plausible. Customer message and historical reply point to different issues. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,APP_TECHNICAL_COMPATIBILITY,REVIEWED,,True,human,human_override
spotify-1855903,"I'm trying to play & it keeps saying the song is unavailable, on desktop & mobile - no prob with others. Help?","Hi Peter, that doesn't sound good. Could you let us know the operating systems and Spotify versions you're running on both devices? /JO",APP_TECHNICAL_COMPATIBILITY,Medium,Customer evidence matched app technical compatibility cues. Historical Spotify reply provides corroborating context. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,APP_TECHNICAL_COMPATIBILITY,REVIEWED,,True,human,human_override
spotify-885045,why did I pay for premium if y’all won’t let me log into my account??????????????????,"Hi Michelle, help's arrived! Could you DM us your username and email address? We'll take a closer look 🔍 /JQ",ACCOUNT_ACCESS_SECURITY,Medium,Customer evidence matched account access security cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,ACCOUNT_ACCESS_SECURITY,REVIEWED,,True,human,human_override
spotify-1899883,please help! I'm having trouble with manager-artist verification 😩😩😩,"Hey there! This is something for our Artist Services team. Not to worry, you can contact them here: 🙂 /DF",OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply,OTHER_UNCLEAR,REVIEWED,,True,human,human_override
spotify-1219449,need help with getting a refund,Hey Mike! Help's here. Can you DM us your account's username or email address? We'll take a look under the hood /CP,BILLING_PAYMENT_REFUND,Medium,Customer evidence matched billing payment refund cues. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,BILLING_PAYMENT_REFUND,REVIEWED,,True,human,human_override
spotify-539214,there's no way to purchase this. Why is there no wary to purchase this!?,"Hi Tyler, that doesn't seem right! Can you try opening in an incognito/private browser? Keep us posted /GT",BILLING_PAYMENT_REFUND,Medium,Customer evidence matched billing payment refund cues. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,BILLING_PAYMENT_REFUND,REVIEWED,,True,human,human_override
spotify-570528,"hi there, how do I stop my music from cutting off when I receive a snapchat notification?","Hey there! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /AP",APP_TECHNICAL_COMPATIBILITY,Low,Customer message lacks a clear standalone issue; historical Spotify reply supplies limited contextual evidence.,True,Low,deterministic_heuristic_customer_and_reply,APP_TECHNICAL_COMPATIBILITY,REVIEWED,,True,human,human_override
spotify-2759842,same problem. Can you answer me?,Hi! We've just replied to your DM. Let's continue chatting there /JL,OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply,OTHER_UNCLEAR,REVIEWED,,True,human,human_override
spotify-2245992,hi i’m needy and need help again lol SOS,Hey! Glad to hear from you again. How can we help? /CP,OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply,OTHER_UNCLEAR,REVIEWED,,True,human,human_override
spotify-1545840,"thanks to you, as expected from spotify support 👍🏻 I hope it is resolved soon","Don't worry, our Content folks will look into it as soon as possible. For anything else, just give us a shout /LP",OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply,OTHER_UNCLEAR,REVIEWED,,True,human,human_override
spotify-486937,Thank you. Xx,"You're welcome! Just send us the info we asked for via DM, and we'll take things from there /CP",OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply,OTHER_UNCLEAR,REVIEWED,,True,human,human_override
spotify-1058792,I can't listen to the Tron soundtrack for some reason? Is it disabled?,"Hi Ricky! Could you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /RH",PLAYBACK_AUDIO,Medium,Customer evidence matched playback audio cues. Historical Spotify reply provides corroborating context. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,PLAYBACK_AUDIO,REVIEWED,,True,human,human_override
spotify-2442949,When will Spotify be optimised for iPhone X the head and chin black bars look yuk,Hey there. We understand - we’re working on it as we speak. Stay tuned! /MG,APP_TECHNICAL_COMPATIBILITY,High,Customer evidence matched app technical compatibility cues.,False,High,deterministic_heuristic_customer_and_reply,APP_TECHNICAL_COMPATIBILITY,REVIEWED,,True,human,human_override
spotify-510537,"if I have a payment pending and my renewal is 12/10 and I just cancelled premium, will I get my money back from pending??",Hey there! Can you DM us your account's email address or username? We'll take a look under the hood /JE,BILLING_PAYMENT_REFUND,High,Customer evidence matched billing payment refund cues.,False,High,deterministic_heuristic_customer_and_reply,BILLING_PAYMENT_REFUND,REVIEWED,,True,human,human_override
spotify-2482212,"I phone! Beeps really loud every time I change a song with the volume up, and I was wondering if I could turn the beep off.","Hmm, that's odd. Could you try uninstalling and reinstalling the app? Let us know how it goes /DF",PLAYBACK_AUDIO,Medium,Customer evidence matched playback audio cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,PLAYBACK_AUDIO,REVIEWED,,True,human,human_override
spotify-2073649,Really hope give us all the music facts about our 2017 music like they did a couple of years ago !!,"We hear you loud and clear, Ellen! We can’t make any promises but we’ll pass your feedback onto the right folks 🙂 /NJ",FEATURE_REQUEST_PRODUCT_FEEDBACK,Medium,Customer evidence matched feature request product feedback cues. Historical Spotify reply provides corroborating context. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,FEATURE_REQUEST_PRODUCT_FEEDBACK,REVIEWED,,True,human,human_override
spotify-1413930,is there a way to put a whole playlist in another on mobile? Thank you,2: Community where you can get support from other fans: /KB,PLAYLIST_LIBRARY_DISCOVERY,High,Customer evidence matched playlist library discovery cues. Historical Spotify reply provides corroborating context.,False,High,deterministic_heuristic_customer_and_reply,PLAYLIST_LIBRARY_DISCOVERY,REVIEWED,,True,human,human_override
spotify-2482901,thank you for your concern but its all fixed!,"Awesome, thanks for letting us know. Enjoy the music! 🙂 /BH",OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply,OTHER_UNCLEAR,REVIEWED,,True,human,human_override
spotify-2286856,Specifically chose to shuffle play Kanye’s 808s and Heartbreak album. The algorithm came no where close,"Hey there! Looks like this is one of your Suggested Tracks. To get less of these, try adding more artists into your playlists /MG",PLAYBACK_AUDIO,Medium,Customer evidence matched playback audio cues. Historical Spotify reply provides corroborating context. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,PLAYBACK_AUDIO,REVIEWED,,True,human,human_override
spotify-1353871,how can i get back to my address that been register? Currently subscribe to spotify family,Hey Kamal! Can you DM us your account's username and email address? We'll take a look backstage /TF,OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply,OTHER_UNCLEAR,REVIEWED,,True,human,human_override
spotify-2859013,so are you guys ever going to get Lemonade or what,"Hey Keely! We're working on it, and we hope to have it available soon. There's more info here: /SY",CONTENT_AVAILABILITY_METADATA,High,Customer evidence matched content availability metadata cues. Historical Spotify reply provides corroborating context.,False,High,deterministic_heuristic_customer_and_reply,CONTENT_AVAILABILITY_METADATA,REVIEWED,,True,human,human_override
spotify-1960584,"my bfs Spotify works but mine doesn't and we are on a family plan , this is the second time this happened and you have no #","Hi Karissa! We currently don't offer phone support, but we can help via Twitter. Can you DM us your account's email address or username? /RH",SUBSCRIPTION_PLAN,Medium,Customer evidence matched subscription plan cues. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,SUBSCRIPTION_PLAN,REVIEWED,,True,human,human_override
spotify-2245942,just saw a notification for $4.99 premium for students. Any deals like that for veterans?,"Hey! We're afraid we currently don't have any offers for veterans, but you can check out Premium for Family at /AN",SUBSCRIPTION_PLAN,High,Customer evidence matched subscription plan cues. Historical Spotify reply provides corroborating context.,False,High,deterministic_heuristic_customer_and_reply,SUBSCRIPTION_PLAN,REVIEWED,,True,human,human_override
spotify-394175,Hello. Im having a problem with my Spotify account. It's not connecting to my Facebook account.,"Hey Michael, that's not cool! We'd recommend following the steps here: Let us know how it goes 🙂 /PX",COMMUNITY_INTEGRATIONS,Medium,Customer evidence matched community integrations cues. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,COMMUNITY_INTEGRATIONS,REVIEWED,,True,human,human_override
spotify-310863,can u get LAY's new album up already im waiting,Hey Jason. We’ll have it available to you as soon as it's available to us! /BH,CONTENT_AVAILABILITY_METADATA,High,Customer evidence matched content availability metadata cues. Historical Spotify reply provides corroborating context.,False,High,deterministic_heuristic_customer_and_reply,CONTENT_AVAILABILITY_METADATA,REVIEWED,,True,human,human_override
spotify-2596657,"Hello Spotify - i can log into my account and even edit, but I’m somehow locked out of managing my Family Plan account.",Hey Brad! Could you send us a DM with your account's email address? We'll take a look backstage /FR,ACCOUNT_ACCESS_SECURITY,Medium,Customer evidence matched account access security cues. Historical Spotify reply provides corroborating context. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,ACCOUNT_ACCESS_SECURITY,REVIEWED,,True,human,human_override
spotify-2488831,I have a question my Rogers subscription expires in a few days I have 3 numbers for free and I pay for a 4th .,"Hey Leo, help's here! Could you DM us your username and email address? We'll take a look backstage /PX",SUBSCRIPTION_PLAN,Medium,Customer evidence matched subscription plan cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,SUBSCRIPTION_PLAN,REVIEWED,,True,human,human_override
spotify-1909376,", Check your mail and get back to me #NoAnswer","Hey there! We can chase this up for you. Could you let us know your 8-digit case #? If you'd like, we could also help via Twitter /PB",OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply,OTHER_UNCLEAR,REVIEWED,,True,human,human_override
spotify-607484,When are you releasing amazon echo multi room support???,"We appreciate you sharing your thoughts on this. Our developers are looking into every popular request including this. If you need help with anything else, we'll just be here /RC",COMMUNITY_INTEGRATIONS,High,Customer evidence matched community integrations cues. Historical Spotify reply provides corroborating context.,False,High,deterministic_heuristic_customer_and_reply,COMMUNITY_INTEGRATIONS,REVIEWED,,True,human,human_override
spotify-1705675,"Hi, can't seem to sign up for a new non-Facebook account, screen hangs after pressing sign up & there's some JS errors.",Hey Simon! Can you DM us your account's email address or username? We'll check backstage /AR,COMMUNITY_INTEGRATIONS,Medium,Customer evidence matched community integrations cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,COMMUNITY_INTEGRATIONS,REVIEWED,,True,human,human_override
spotify-1958845,need help renewing my account unidays doesn't recognise me as student... My NUS card says different. Help plz,Hi Phil! Help's here. Can you DM us the email address linked to your account? We'll take a look backstage /RP,SUBSCRIPTION_PLAN,High,Customer evidence matched subscription plan cues.,False,High,deterministic_heuristic_customer_and_reply,SUBSCRIPTION_PLAN,REVIEWED,,True,human,human_override
spotify-2239794,"Thanks for answering. I'm in Israel, but I have a VPN with apparent endpoint USA. Doesn't seem to matter; I can't get in no matter what I try.","We're afraid we aren't available there yet and can't guarantee that using a VPN will work, but you can try using an incognito window /DR",APP_TECHNICAL_COMPATIBILITY,Low,Customer evidence matched app technical compatibility cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Low,deterministic_heuristic_customer_and_reply,APP_TECHNICAL_COMPATIBILITY,REVIEWED,,True,human,human_override
spotify-1794763,Hi Every month my credit card always charged for Spotify premium. But i never subscribes since the beginning.,"Hey, help's here! Could you send us a DM with your account's email address or username? We'll take a look behind the scenes /AY",BILLING_PAYMENT_REFUND,High,Customer evidence matched billing payment refund cues.,False,High,deterministic_heuristic_customer_and_reply,BILLING_PAYMENT_REFUND,REVIEWED,,True,human,human_override
spotify-853260,Ya'll gonna update my Time Capsule playlist with new songs or am i just supposed to listen to the same 30 tracks over n over?,"Hi! We're afraid it's not possible to update Your Time Capsule as it's a one-time playlist, but we'll pass on your feedback to the team /NY",PLAYLIST_LIBRARY_DISCOVERY,Medium,Customer evidence matched playlist library discovery cues. Historical Spotify reply provides corroborating context. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,PLAYLIST_LIBRARY_DISCOVERY,REVIEWED,,True,human,human_override
spotify-453442,"Hey, , you mind telling me why I haven't been able to log in to my account and listen to my music for almost two weeks? I have NOT changed my password and I'm on automatic payment.",Hey Eric! That doesn't sound fun. Could you send us a DM with your account's username or email address? We'll take a look backstage /AG,ACCOUNT_ACCESS_SECURITY,High,Customer evidence matched account access security cues. Historical Spotify reply provides corroborating context.,False,High,deterministic_heuristic_customer_and_reply,ACCOUNT_ACCESS_SECURITY,REVIEWED,,True,human,human_override
spotify-1243941,i know im offline but how exactly am i supposed to connect online when i try to log in n ur msg keeps tellin me to connect online?,"Hey Joe! Can you let us know what device, operating system, and Spotify version you're using? We'll see what we can suggest /KC",DOWNLOADS_OFFLINE_STORAGE,Medium,Customer evidence matched downloads offline storage cues. A second taxonomy intent is also plausible. Customer message and historical reply point to different issues. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,DOWNLOADS_OFFLINE_STORAGE,REVIEWED,,True,human,human_override
spotify-1403681,I had to re-download all my offline playlists upon switching iphones and noticed the downloads seems to work when you’re in the app and not in the background when the app is minimised.,"That's odd. Could you let us know which iPhone you're using, your iOS version, and the Spotify version you're running? We'll see what we can suggest /KT",DOWNLOADS_OFFLINE_STORAGE,Medium,Customer evidence matched downloads offline storage cues. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,DOWNLOADS_OFFLINE_STORAGE,REVIEWED,,True,human,human_override
spotify-2210881,"wtf is this, Pandora? Just let me see what the other songs are","2: to see the rest of the queue. Hope this explains it. If you have questions, just let us know /GS",PLAYLIST_LIBRARY_DISCOVERY,High,Customer evidence matched playlist library discovery cues. Historical Spotify reply provides corroborating context.,False,High,deterministic_heuristic_customer_and_reply,PLAYLIST_LIBRARY_DISCOVERY,REVIEWED,,True,human,human_override
spotify-1159734,Seems to have gotten better after opening it a few more times. No delay after opening.,"Got it. If it happens again, can you try to see if logging out > restarting your desktop > logging back in to your account helps? /DV",APP_TECHNICAL_COMPATIBILITY,High,Customer evidence matched app technical compatibility cues. Historical Spotify reply provides corroborating context.,False,High,deterministic_heuristic_customer_and_reply,APP_TECHNICAL_COMPATIBILITY,REVIEWED,,True,human,human_override
spotify-2404070,Have you a fix for the music default on the IOS 11.x? It’s driving me nuts. Almost to the piont of phone change.,Hey Simon. What's happening exactly? Could you also let us know the iOS device and Spotify version you're using? /AY,APP_TECHNICAL_COMPATIBILITY,High,Customer evidence matched app technical compatibility cues. Historical Spotify reply provides corroborating context.,False,High,deterministic_heuristic_customer_and_reply,APP_TECHNICAL_COMPATIBILITY,REVIEWED,,True,human,human_override
spotify-874991,"No, the app simply cant find the roku app, 2 diffrent rokus 2 diffrent networks. This is all it does.","Thanks! Just to confirm, do you have the Spotify channel downloaded on your Roku? Also, what exact model of Roku are you using? /JP",COMMUNITY_INTEGRATIONS,High,Customer evidence matched community integrations cues. Historical Spotify reply provides corroborating context.,False,High,deterministic_heuristic_customer_and_reply,COMMUNITY_INTEGRATIONS,REVIEWED,,True,human,human_override
spotify-2009570,when’s the update for the iPhone X’s new aspect ratio? Can’t deal with the black borders.,2: to get the latest update once it's available. Check this out: Let us know if we can help with anything else /MC,APP_TECHNICAL_COMPATIBILITY,High,Customer evidence matched app technical compatibility cues. Historical Spotify reply provides corroborating context.,False,High,deterministic_heuristic_customer_and_reply,APP_TECHNICAL_COMPATIBILITY,REVIEWED,,True,human,human_override
spotify-875075,Tried **. At least my student discount still works lol so I won't be leaving just yet 😂,"We hear you. Thanks for bearing with us. Keep an eye out, hopefully we'll have a fix soon! /TB",SUBSCRIPTION_PLAN,Medium,Customer evidence matched subscription plan cues. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,SUBSCRIPTION_PLAN,REVIEWED,,True,human,human_override
spotify-786847,Any ideas why all my downloads have cleared themselves?,2. Just click on “Downloads unexpectedly removed”. Hope this helps /KM,DOWNLOADS_OFFLINE_STORAGE,High,Customer evidence matched downloads offline storage cues. Historical Spotify reply provides corroborating context.,False,High,deterministic_heuristic_customer_and_reply,DOWNLOADS_OFFLINE_STORAGE,REVIEWED,,True,human,human_override
spotify-2242874,"I’d strongly prefer to not not sift through 10,000 songs. I’d rather just delete and start over. I only care about what’s DLed to my phone.",Hi Jesse! Could you send us your account's username or email address via DM? We'll take a look backstage /LP,PLAYLIST_LIBRARY_DISCOVERY,High,Customer evidence matched playlist library discovery cues.,False,High,deterministic_heuristic_customer_and_reply,PLAYLIST_LIBRARY_DISCOVERY,REVIEWED,,True,human,human_override
spotify-1553419,I don't try those steps yet. the thing is I can't even play the track both on my phone and desktop.,"Hmm. Are you getting any specific error messages? If so, a screenshot of it would come in handy /NS",APP_TECHNICAL_COMPATIBILITY,High,Customer evidence matched app technical compatibility cues. Historical Spotify reply provides corroborating context.,False,High,deterministic_heuristic_customer_and_reply,APP_TECHNICAL_COMPATIBILITY,REVIEWED,,True,human,human_override
spotify-1773092,a little frustrated with your app right now. Help me please!? 🙄,"Hey, we'd love to help out! Can you tell us what's happening exactly? /LO",APP_TECHNICAL_COMPATIBILITY,Medium,Customer evidence matched app technical compatibility cues. Historical Spotify reply provides corroborating context. A second taxonomy intent is also plausible. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,APP_TECHNICAL_COMPATIBILITY,REVIEWED,,True,human,human_override
spotify-1788796,"I have an unknown mobile device connecting to my premium account. I've tried disconnect all devices, pw change. What now?","Hey Zachary! Head to and click Sign Out Everywhere. You may want to change your password again, just to be safe /TF",ACCOUNT_ACCESS_SECURITY,Low,Customer message lacks a clear standalone issue; historical Spotify reply supplies limited contextual evidence.,True,Low,deterministic_heuristic_customer_and_reply,ACCOUNT_ACCESS_SECURITY,REVIEWED,,True,human,human_override
spotify-2976126,Thanks very much for the RT. Would love to chat w u about more collaborations. Up 4 that?,Hey Dave! This sounds like something for our Artist Services friends. You can reach out to them here: /KP,OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply,OTHER_UNCLEAR,REVIEWED,,True,human,human_override
spotify-1509481,why the app isn't supported in so many countrys such as mine (tunisia ) ??????? Don't we have the right to enjoy spotify music too?,Hi Laith! We've just replied to your DM. Check it out 🙂 /JP,APP_TECHNICAL_COMPATIBILITY,Low,Customer evidence matched app technical compatibility cues. Human review is required because the evidence is not sufficiently decisive.,True,Low,deterministic_heuristic_customer_and_reply,APP_TECHNICAL_COMPATIBILITY,REVIEWED,,True,human,human_override
spotify-2459291,where you at with the iPhone X update🤷🏻‍♂️,Hey Brad! We’re working on it as we speak. Stay tuned! /LO,APP_TECHNICAL_COMPATIBILITY,High,Customer evidence matched app technical compatibility cues.,False,High,deterministic_heuristic_customer_and_reply,APP_TECHNICAL_COMPATIBILITY,REVIEWED,,True,human,human_override
spotify-721510,huy bogus ka balik mo pera ko,Hey Rizza! We've just sent you a DM. Let's continue chatting there /NS,OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply,OTHER_UNCLEAR,REVIEWED,,True,human,human_override
spotify-1269654,Genius for Apps is now labeled 'Recommendations' and is just that - App Store recommendations. It has nothing to do with Spotify.,"1: We're afraid it's currently not possible to disable it, but we'll be sure to pass on your feedback. For now, you can head to...",PLAYLIST_LIBRARY_DISCOVERY,Medium,Customer evidence matched playlist library discovery cues. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,PLAYLIST_LIBRARY_DISCOVERY,REVIEWED,,True,human,human_override
spotify-458064,What's stranger things mode,Hey Timothy! You're onto us. The Stranger Things Mode is in partnership with Netflix to promote the latest season of Stranger Things. Experience it at Let us know if you need anything else /RA,OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply,OTHER_UNCLEAR,REVIEWED,,True,human,human_override
spotify-1034898,when is the hi-fi tier coming?,"Hi Jason! We don't have any info on this right now, but you can show your support for Lossless streaming by voting here: Let us know if you need anything else /NY",FEATURE_REQUEST_PRODUCT_FEEDBACK,High,Customer evidence matched feature request product feedback cues. Historical Spotify reply provides corroborating context.,False,High,deterministic_heuristic_customer_and_reply,FEATURE_REQUEST_PRODUCT_FEEDBACK,REVIEWED,,True,human,human_override
spotify-1105781,Sure! Will do :),"Hey Erica! We just sent you a reply to your DM, so we'll continue assisting you there /TF",OTHER_UNCLEAR,Low,No clear standalone issue or taxonomy-specific evidence in the customer message.,True,Low,deterministic_heuristic_customer_and_reply,OTHER_UNCLEAR,REVIEWED,,True,human,human_override
spotify-910877,Hi nothing in the link you sent to me allows me to upgrade:,"Hey! We're glad to hear you're interested in getting Premium. If you already have an account, just head here: /CO",SUBSCRIPTION_PLAN,Medium,Customer evidence matched subscription plan cues. Historical Spotify reply provides corroborating context. Human review is required because the evidence is not sufficiently decisive.,True,Medium,deterministic_heuristic_customer_and_reply,SUBSCRIPTION_PLAN,REVIEWED,,True,human,human_override
